avg_difficulty,avg_completion,recent_pain_count,days_since_last,pain_severity_weight,target_recovery_score
3.47,0.97,2,0,0.3,0.645
4.13,0.9,0,5,0,0.782
1.09,0.47,1,7,0.3,0.806
1.13,0.45,1,3,0.6,0.7
3.22,0.71,0,4,0,0.852
4.46,0.49,1,6,1,0.341
2.31,0.69,0,4,0,0.927
4.15,0.6,0,6,0,0.751
3.98,0.62,0,0,0,0.796
3.42,0.8,0,1,0,0.816
3.82,0.6,0,3,0,0.799
4.16,0.76,1,7,0.3,0.621
1.19,0.42,0,4,0,0.959
3.1,0.55,0,1,0,0.81
2.27,0.57,0,2,0,0.943
3.61,0.67,2,7,0.3,0.604
4.69,0.59,0,6,0,0.746
4.88,0.77,0,1,0,0.716
2.82,0.48,0,0,0,0.894
2.92,0.79,0,1,0,0.877
1.36,0.98,1,6,0.6,0.808
2.39,0.49,0,5,0,0.875
3.4,0.71,0,7,0,0.805
3.63,0.72,1,2,0.3,0.654
3.47,0.81,0,7,0,0.808
1.16,0.8,3,6,0.6,0.637
3.56,0.96,0,5,0,0.881
1.5,0.49,0,0,0,0.958
2.5,0.7,3,2,0.3,0.689
4.16,0.88,0,6,0,0.828
1.56,0.88,1,6,0.6,0.772
1.25,0.42,0,6,0,0.976
1.7,0.55,1,5,0.6,0.705
4.5,0.56,0,0,0,0.718
4.14,0.53,0,1,0,0.79
4.07,0.53,0,1,0,0.723
3.58,0.64,0,2,0,0.829
1.09,0.72,1,0,1,0.633
3.52,0.85,0,4,0,0.863
2.38,0.69,1,3,0.6,0.645
2.86,0.74,0,0,0,0.909
1.7,0.42,2,7,0.3,0.759
2.72,0.85,1,2,1,0.481
3.99,0.52,0,2,0,0.762
1.56,0.8,0,3,0,1
3.44,0.75,0,7,0,0.828
1.13,0.58,0,2,0,1
2.76,0.71,0,4,0,0.908
2.35,0.46,0,2,0,0.916
3.74,0.5,0,3,0,0.794
3.86,0.77,0,5,0,0.819
2.36,0.69,2,4,0.3,0.705
4.08,0.66,1,4,0.3,0.585
2.43,0.42,1,4,0.6,0.645
1.07,0.58,0,4,0,1
1.59,0.63,0,3,0,0.936
4.68,0.87,1,4,0.6,0.476
3.84,0.63,0,6,0,0.778
3.75,0.88,0,0,0,0.795
3.93,0.92,0,7,0,0.844
3.69,0.59,2,3,0.3,0.628
1.01,0.99,0,6,0,1
3.23,0.79,3,7,0.6,0.469
4.42,0.64,0,4,0,0.774
2.24,0.68,0,6,0,0.886
1.73,0.98,0,6,0,1
3.13,0.69,0,6,0,0.84
4,0.74,0,7,0,0.819
2.08,0.93,0,4,0,0.945
3.33,0.59,0,5,0,0.868
3.61,0.86,2,6,0.6,0.55
1.77,0.7,0,5,0,0.971
4.55,0.88,1,5,0.3,0.586
2.85,0.4,1,5,0.3,0.658
2.85,0.66,0,4,0,0.87
3.77,0.99,0,4,0,0.873
4.23,0.95,0,4,0,0.829
2.29,0.88,0,6,0,0.964
1.14,0.67,0,6,0,0.976
1.54,0.46,0,1,0,0.935
1.64,0.81,0,0,0,1
4.04,0.7,1,2,0.6,0.554
1.84,0.52,1,3,1,0.52
2.75,0.68,0,4,0,0.909
3.85,0.45,3,1,0.3,0.504
4.38,0.77,0,3,0,0.771
3.45,0.94,0,0,0,0.847
4.32,0.41,0,0,0,0.749
3.46,0.63,0,5,0,0.855
2.82,0.8,0,2,0,0.871
2.04,0.61,0,4,0,0.915
3.56,0.99,0,6,0,0.866
2.15,0.79,0,2,0,0.96
3.92,0.55,1,6,0.3,0.631
4.43,0.84,2,4,0.6,0.478
2.92,0.62,1,2,0.6,0.599
4.24,0.75,1,7,0.6,0.549
3.89,0.52,1,0,0.3,0.652
4.48,0.56,0,1,0,0.713
3.11,0.7,0,6,0,0.851
3.32,0.96,1,7,0.3,0.752
3.87,0.9,0,7,0,0.861
2.38,0.53,2,3,1,0.408
2.94,0.51,0,1,0,0.851
1.92,0.68,0,0,0,0.95
1.74,0.88,0,1,0,0.988
3.85,0.61,1,0,0.6,0.559
1.25,0.82,0,7,0,1
2.63,0.57,0,0,0,0.859
2.5,0.42,0,3,0,0.895
4.18,0.96,0,0,0,0.814
3.56,0.8,0,2,0,0.864
2.39,0.74,2,0,1,0.473
2.32,0.61,0,1,0,0.92
1.74,0.66,0,2,0,0.945
2.15,0.74,2,3,1,0.527
4.27,0.88,1,0,0.3,0.655
4.1,0.5,1,4,0.6,0.482
3.29,0.64,0,0,0,0.86
2.03,0.79,0,0,0,0.922
1.26,0.97,2,6,0.3,0.845
3.86,0.75,1,2,1,0.373
4.96,0.65,1,2,0.6,0.439
4.56,0.57,0,1,0,0.722
2.83,0.41,0,6,0,0.846
1.67,0.92,0,4,0,1
1.31,0.66,2,1,0.3,0.828
3.44,0.47,0,7,0,0.814
2.33,0.57,0,5,0,0.896
4.71,0.58,0,4,0,0.681
4.95,0.42,0,0,0,0.67
1.48,0.82,0,6,0,0.976
2.05,0.9,2,0,0.3,0.748
2.26,0.49,2,1,0.6,0.577
1.99,0.83,0,1,0,0.965
4.53,0.96,2,2,0.3,0.568
2.99,0.71,0,6,0,0.892
4.6,0.56,0,1,0,0.754
1.15,0.55,1,7,1,0.565
2.86,0.41,0,6,0,0.814
4.14,0.71,1,6,1,0.409
1.85,0.48,0,1,0,0.933
4,0.81,0,6,0,0.772
2.02,0.94,3,6,0.6,0.637
2.61,0.94,0,0,0,0.932
2.72,0.74,2,7,0.6,0.578
3.28,0.52,1,6,0.3,0.648
4.19,0.82,2,4,0.6,0.462
1.3,0.87,1,5,0.3,0.849
3.2,0.58,0,4,0,0.876
2.72,0.8,2,4,0.3,0.693
2.19,0.58,0,4,0,0.885
4.46,0.42,0,3,0,0.691
1.36,0.74,0,7,0,0.979
3.76,0.72,0,1,0,0.79
2.5,0.61,2,1,0.3,0.675
1.58,0.77,1,6,0.3,0.84
4.45,0.9,0,6,0,0.793
3.85,0.58,0,2,0,0.749
2.56,0.61,0,2,0,0.929
1.53,0.56,0,7,0,0.945
3.14,0.73,1,5,0.3,0.678
3.39,0.7,0,5,0,0.821
3.08,0.9,0,5,0,0.846
3.23,0.58,2,1,0.6,0.535
1.36,0.53,0,4,0,0.939
1.07,0.66,0,5,0,1
1.32,0.6,1,5,0.3,0.874
3.21,0.77,0,0,0,0.874
4.5,0.72,0,6,0,0.73
2.62,0.89,1,3,0.6,0.65
4.23,0.5,1,2,1,0.338
3.28,0.9,0,4,0,0.856
4.67,0.5,0,0,0,0.732
2.69,0.99,1,4,0.6,0.693
4.45,0.53,1,4,0.3,0.591
2.58,0.97,0,4,0,0.921
1.05,0.45,0,5,0,0.987
3.65,0.5,1,1,0.6,0.53
3.98,0.47,0,2,0,0.766
2.84,0.51,0,2,0,0.837
3.01,0.86,2,7,0.6,0.579
2.94,0.84,0,1,0,0.864
4.11,0.58,0,0,0,0.795
2.97,0.48,1,0,0.3,0.725
2.6,0.96,0,1,0,0.951
2.13,0.42,0,2,0,0.942
4.37,0.96,0,4,0,0.774
2.2,0.81,0,6,0,0.976
1.44,0.8,1,3,0.6,0.743
3.13,0.45,0,6,0,0.857
4.35,0.68,0,2,0,0.776
2.44,0.6,0,2,0,0.88
4.59,0.48,0,0,0,0.705
1.89,0.84,1,2,0.6,0.683
2.14,0.87,0,7,0,0.997
1.11,0.91,0,4,0,1
2.44,0.6,0,4,0,0.923
3.43,0.93,0,4,0,0.886
3.78,0.41,0,2,0,0.785
2.98,0.76,1,0,0.6,0.614
1.11,0.54,0,2,0,1
4.95,0.99,0,5,0,0.762
4.43,0.86,0,2,0,0.788
2.76,0.59,1,2,0.6,0.626
4.94,0.4,2,7,1,0.215
1.32,0.44,0,1,0,0.944
1.42,0.78,0,2,0,1
4.77,0.72,0,6,0,0.738
4.88,0.94,1,5,1,0.36
3.88,0.48,0,0,0,0.756
1.66,0.81,0,0,0,0.948
4.1,0.49,3,2,0.3,0.501
2.65,0.97,0,0,0,0.932
3.71,0.66,0,4,0,0.801
1.41,0.65,0,4,0,0.971
4.17,0.97,0,5,0,0.829
4.75,1,0,5,0,0.745
2.59,0.9,2,5,0.6,0.594
4.95,0.95,1,0,0.3,0.573
2.1,0.44,0,1,0,0.875
4.18,0.9,0,1,0,0.82
1.82,0.74,0,1,0,0.994
2.95,0.97,0,6,0,0.936
4.06,0.5,0,0,0,0.766
4.16,0.49,1,1,0.6,0.494
4.94,0.61,0,6,0,0.679
3.6,0.8,2,3,0.6,0.503
4.18,0.88,2,5,1,0.312
2.01,0.82,0,1,0,0.937
1.92,0.53,1,0,0.6,0.656
1.55,0.5,0,0,0,0.924
4.88,0.79,0,6,0,0.752
3.14,0.56,0,0,0,0.806
2.92,0.9,0,7,0,0.923
4.14,0.49,0,1,0,0.718
1.65,0.72,3,0,0.6,0.596
4.51,0.6,0,6,0,0.758
1.99,0.88,0,7,0,0.956
1.16,0.43,1,4,0.6,0.701
3.68,0.84,0,1,0,0.826
1.79,0.47,0,0,0,0.913
2.81,0.8,0,5,0,0.892
4.24,0.46,0,0,0,0.767
1.98,0.59,0,1,0,0.955
3.3,0.71,0,1,0,0.859
2.76,0.92,0,2,0,0.937
2.11,0.87,0,2,0,0.928
3.51,0.72,0,2,0,0.804
3.83,0.99,0,3,0,0.862
1.77,0.94,0,0,0,1
2.74,0.68,0,5,0,0.855
3.29,0.47,2,1,1,0.404
2.51,0.43,0,1,0,0.883
4.28,0.62,0,0,0,0.755
4.54,0.49,1,0,0.6,0.492
3.96,0.9,0,5,0,0.806
3.69,0.48,2,7,0.3,0.608
3.36,0.69,0,6,0,0.828
2.3,0.87,0,3,0,0.942
4.63,0.72,0,1,0,0.746
3.18,0.89,2,1,0.6,0.548
4.48,0.55,0,1,0,0.741
2.57,0.6,0,1,0,0.86
4.68,0.54,1,1,1,0.301
2.92,0.76,0,4,0,0.857
4.9,0.59,1,6,0.3,0.53
4.31,0.63,0,1,0,0.732
4.85,0.7,1,6,0.6,0.44
2.64,0.87,0,5,0,0.914
4.34,0.67,0,2,0,0.794
2.23,0.83,0,0,0,0.939
1.61,0.54,2,4,1,0.495
2.68,0.62,0,4,0,0.901
1.46,0.95,0,4,0,1
3.39,0.48,0,5,0,0.844
3.78,0.79,0,0,0,0.84
4.51,0.92,0,6,0,0.811
1.09,0.62,1,7,0.6,0.731
2.81,0.72,0,2,0,0.877
4.25,0.64,1,1,0.6,0.529
4.86,0.88,0,5,0,0.701
1.95,0.73,0,1,0,0.995
3.22,0.48,1,4,1,0.386
4.68,0.62,2,1,0.3,0.519
3.35,0.59,0,7,0,0.83
2.42,0.89,2,3,0.3,0.725
2.73,0.7,1,1,0.6,0.605
4.8,0.87,0,3,0,0.736
1.32,0.53,1,7,0.6,0.716
4.71,0.68,0,1,0,0.7
2.22,0.94,0,1,0,0.987
1.47,0.66,0,7,0,0.964
1.88,0.9,0,5,0,0.987
3.24,0.9,0,4,0,0.876
2.51,0.71,0,1,0,0.899
4.68,0.54,1,5,0.3,0.566
2.8,0.76,0,5,0,0.859
3.19,0.48,0,5,0,0.844
2.03,0.9,1,6,0.3,0.853
4.87,0.57,0,4,0,0.685
3.15,0.88,0,4,0,0.864
1.94,0.7,2,7,0.6,0.628
4,1,2,4,0.6,0.511
3.98,0.61,0,6,0,0.797
2.54,0.49,1,2,0.3,0.76
1.5,0.51,1,2,0.6,0.711
1.17,0.5,0,5,0,1
4.88,0.8,1,2,0.6,0.474
2,0.8,0,2,0,0.924
3.07,0.41,0,2,0,0.812
2.81,0.46,0,3,0,0.819
3.75,0.87,0,4,0,0.825
1.9,0.55,0,2,0,0.914
2.89,0.69,0,4,0,0.867
4.58,0.86,1,1,0.6,0.464
1.75,0.46,1,6,0.3,0.792
3.27,0.51,0,2,0,0.832
3.91,1,0,0,0,0.851
4.91,0.56,0,1,0,0.689
1.15,0.67,0,3,0,1
3.69,0.65,1,7,0.3,0.642
3.97,0.61,0,5,0,0.762
2.87,0.98,0,0,0,0.885
4.84,0.5,2,1,0.3,0.526
1.9,0.69,0,3,0,0.924
2.81,0.7,0,2,0,0.893
1.36,0.62,1,1,0.6,0.75
2.93,0.88,2,4,0.6,0.616
2.96,0.73,1,3,1,0.47
2.9,0.5,0,4,0,0.825
3.49,0.42,0,7,0,0.812
2.63,0.46,1,5,0.6,0.629
3.04,0.62,1,6,0.6,0.564
2.34,0.48,2,0,0.6,0.549
3.82,0.76,0,5,0,0.833
2.06,0.95,0,2,0,0.976
4.75,0.42,1,2,0.3,0.572
3.99,0.91,0,6,0,0.831
1.1,0.66,0,1,0,0.992
2.64,0.61,1,7,1,0.486
2.97,0.53,0,4,0,0.89
1.62,0.42,0,7,0,0.923
2.27,0.84,1,4,0.6,0.713
3.39,0.75,0,2,0,0.882
4.98,0.75,0,2,0,0.686
4.42,0.81,0,1,0,0.784
2.02,0.49,0,6,0,0.942
3.25,0.53,1,3,0.3,0.687
4.21,0.51,0,4,0,0.729
4.26,0.98,2,5,0.6,0.511
4.61,0.55,1,5,0.6,0.494
1.46,0.73,0,1,0,1
2.22,0.67,0,1,0,0.935
4.88,0.79,0,3,0,0.695
2.64,0.48,0,3,0,0.868
3.41,0.83,0,0,0,0.883
1.36,0.96,0,6,0,1
1.62,0.62,0,6,0,0.992
2.98,0.72,2,3,0.3,0.682
4.16,0.77,0,3,0,0.807
4.79,0.57,0,3,0,0.724
4.98,0.55,0,2,0,0.653
4.88,0.6,0,6,0,0.742
4.89,1,1,0,0.6,0.517
4.16,0.57,1,6,0.3,0.624
1.95,0.73,0,0,0,0.947
4.63,0.65,1,6,1,0.316
2.15,0.47,0,5,0,0.883
4.76,0.62,0,3,0,0.753
1.15,0.82,0,3,0,1
2.5,0.59,1,4,0.6,0.672
3.13,0.48,0,0,0,0.858
4.58,0.98,0,6,0,0.744
1.36,0.8,0,6,0,1
4.61,0.66,1,1,0.6,0.496
4.82,0.72,0,1,0,0.729
4.11,0.83,0,5,0,0.825
2.57,0.89,1,1,1,0.542
2.35,0.87,0,1,0,0.972
4.03,0.52,0,5,0,0.739
2.16,0.43,1,3,0.6,0.661
1.19,0.77,2,3,0.6,0.75
4.19,0.4,2,4,0.3,0.51
2.98,0.75,0,0,0,0.89
3.39,0.95,0,4,0,0.854
3.9,0.67,0,4,0,0.796
3.69,0.91,0,4,0,0.812
2.33,0.86,0,5,0,0.956
1.49,0.93,0,2,0,0.994
4.84,0.7,0,1,0,0.742
2.3,0.47,0,2,0,0.919
2.38,0.97,0,1,0,0.924
4.89,0.64,0,6,0,0.728
3.98,0.59,0,3,0,0.809
3.22,0.87,0,7,0,0.907
3.65,0.85,0,2,0,0.818
3.49,0.9,0,0,0,0.867
1.57,0.81,0,5,0,0.976
3.77,0.49,0,4,0,0.815
3.22,0.9,2,2,0.3,0.705
2.97,0.82,0,0,0,0.913
3.32,0.91,0,4,0,0.899
2.33,0.74,0,4,0,0.938
3.9,0.78,0,3,0,0.846
3.69,0.5,2,0,0.3,0.598
4.42,0.94,0,6,0,0.79
3.1,0.81,0,6,0,0.896
1.54,0.89,0,3,0,1
2.25,0.82,0,2,0,0.909
4.51,0.57,2,7,1,0.247
4.3,0.95,1,0,0.6,0.565
2.35,0.58,1,7,1,0.469
1.23,0.84,0,2,0,1
1.2,0.93,0,7,0,1
3.76,0.79,0,4,0,0.787
1.92,0.82,1,7,0.6,0.714
4.66,0.5,0,2,0,0.683
3.04,0.84,0,2,0,0.849
3.29,0.92,1,1,0.3,0.691
3.88,0.78,0,4,0,0.769
1.84,0.84,0,4,0,0.95
2.85,0.47,0,2,0,0.892
1.86,0.46,2,4,1,0.45
1.9,0.61,0,1,0,0.955
2.71,0.74,1,1,0.3,0.726
4.73,0.68,1,0,0.6,0.438
4.38,0.57,3,0,0.3,0.46
3.32,0.45,0,3,0,0.796
2.07,0.79,0,1,0,0.96
3.61,0.44,0,0,0,0.814
4.9,0.59,0,3,0,0.713
2.7,0.53,2,0,0.3,0.698
2.57,0.41,0,2,0,0.882
2.6,0.94,1,1,0.6,0.699
2.36,0.66,0,4,0,0.928
1.4,0.54,0,7,0,0.995
4.3,0.6,1,1,0.6,0.455
3.07,0.93,0,7,0,0.897
2.76,0.45,2,7,0.6,0.509
2.45,0.9,1,7,0.6,0.711
4.35,0.99,1,0,1,0.369
1.55,0.83,0,3,0,1
4.93,0.68,0,0,0,0.717
2.48,0.75,0,5,0,0.946
2.27,0.54,1,6,0.6,0.656
2.53,0.74,0,4,0,0.923
2.63,0.69,0,0,0,0.867
4.93,0.54,0,7,0,0.703
3.27,0.9,1,6,0.6,0.636
1.46,0.5,0,0,0,0.937
3.59,0.41,0,7,0,0.777
1.58,0.8,0,0,0,0.965
2.07,0.69,0,5,0,0.952
2.1,0.86,1,0,0.3,0.773
1.53,0.88,0,4,0,1
4.02,0.58,1,0,0.3,0.596
2.16,0.78,0,0,0,0.961
3.1,0.43,0,5,0,0.855
1.25,0.41,0,3,0,0.96
3.41,0.46,0,2,0,0.8
1.77,0.97,0,0,0,0.97
3.46,0.5,1,0,0.3,0.619
1.26,0.55,1,7,0.6,0.697
1.71,0.7,0,2,0,0.965
1.18,0.49,0,4,0,1
4.25,0.72,2,5,0.6,0.487
3.8,0.47,0,3,0,0.81
3.04,0.8,3,5,0.3,0.589
2.07,0.79,1,2,0.6,0.721
1.61,0.92,0,5,0,0.974
4.77,0.76,1,0,0.6,0.478
3.39,0.96,1,7,0.3,0.72
2.81,0.51,1,7,0.3,0.692
4.34,0.98,0,5,0,0.761
4.3,0.4,0,6,0,0.691
4.18,0.41,0,1,0,0.706
4.2,0.71,1,2,0.3,0.622
2.16,0.58,1,3,1,0.486
4.07,0.42,0,4,0,0.735
3.42,0.56,0,3,0,0.795
1.66,0.76,0,6,0,0.985
4.57,0.6,0,3,0,0.751
2.09,0.45,0,6,0,0.893
4.65,0.68,1,0,0.6,0.505
1.54,0.86,0,4,0,1
1.87,0.81,0,7,0,0.98
4.5,0.84,1,1,0.6,0.542
1.89,0.8,0,0,0,0.99
2.7,0.88,0,5,0,0.879
1.58,0.47,1,5,0.6,0.705
3.47,0.98,0,4,0,0.897
1.18,0.43,0,4,0,0.983
1.61,0.6,0,3,0,0.946
2.96,0.83,0,0,0,0.867
2.38,0.95,1,3,0.3,0.757
3.92,0.71,2,3,0.6,0.474
3.6,0.8,2,4,0.6,0.559
1.47,0.57,0,2,0,0.988
3.6,0.69,0,4,0,0.81
1.46,0.95,2,7,1,0.535
2.68,0.6,1,7,0.3,0.7
4.62,0.76,0,0,0,0.776
4.76,0.61,0,6,0,0.75
1.83,0.84,0,6,0,0.96
3.27,0.44,0,3,0,0.812
2.8,0.92,0,7,0,0.945
3.63,0.57,0,3,0,0.781
1.19,0.62,1,0,0.3,0.837
3.89,0.63,0,5,0,0.753
3.6,1,0,5,0,0.828
1.07,0.83,0,6,0,1
1.71,0.88,0,4,0,1
2.3,0.46,0,4,0,0.929
1.67,0.77,0,2,0,1
4.97,0.69,0,0,0,0.69
3.73,0.46,0,1,0,0.76
3.1,0.72,0,3,0,0.837
4.91,0.81,1,2,0.3,0.61
1.83,0.88,0,2,0,1
2.19,0.88,1,6,0.3,0.766
4.55,0.83,0,4,0,0.729
1.67,0.89,0,4,0,1
3.81,0.47,0,1,0,0.746
3.9,0.74,2,4,0.6,0.522
4.18,0.88,0,3,0,0.817
2.37,0.8,1,0,0.3,0.745
3.7,0.79,0,0,0,0.832
4.47,0.68,0,4,0,0.767
4.13,0.77,0,7,0,0.821
4.73,0.52,0,3,0,0.7
3.83,0.59,1,3,0.6,0.529
4.36,0.58,0,2,0,0.78
4.85,0.69,0,2,0,0.695
1.43,0.87,0,3,0,1
3.32,0.53,1,1,0.6,0.597
3.56,0.83,0,3,0,0.858
3.94,0.54,0,4,0,0.763
3.5,0.41,0,2,0,0.78
4.41,0.55,0,3,0,0.744
4.93,0.99,0,1,0,0.722
4.72,0.7,0,0,0,0.736
2.4,0.58,1,3,0.3,0.714
2.44,0.42,0,5,0,0.846
2.58,0.84,1,0,1,0.488
1.99,0.61,2,3,0.6,0.668
4.68,0.96,1,6,0.3,0.637
4.14,0.49,0,3,0,0.759
1.99,0.71,0,4,0,0.981
4.28,0.72,0,1,0,0.742
3.86,0.54,0,4,0,0.814
4.23,0.7,0,6,0,0.803
4.78,0.81,0,5,0,0.758
4.31,0.83,0,2,0,0.773
4.02,0.59,1,3,0.3,0.597
1.33,0.49,0,4,0,1
4.09,0.81,0,3,0,0.778
1.8,0.62,1,7,0.6,0.694
4.69,0.8,0,2,0,0.746
4.1,0.56,0,5,0,0.763
1.01,0.48,0,5,0,0.961
1.98,0.48,0,0,0,0.945
3,0.5,0,5,0,0.833
2.8,0.97,0,7,0,0.948
3.02,0.99,0,5,0,0.894
2.54,0.61,1,3,0.3,0.77
2.96,0.58,0,5,0,0.86
4.96,0.98,0,6,0,0.744
3.52,0.67,0,5,0,0.837
1.31,0.98,0,1,0,1
1.15,0.95,0,2,0,1
3.94,0.72,0,3,0,0.785
4.35,0.53,0,1,0,0.73
2.58,0.69,1,5,0.6,0.665
3.3,0.95,0,3,0,0.912
3.42,0.58,0,0,0,0.847
4.86,0.61,1,7,0.6,0.428
3.33,0.49,0,1,0,0.839
1.58,0.65,1,7,0.3,0.807
1.22,0.89,0,1,0,1
1.26,0.5,1,5,0.3,0.848
2.85,0.92,0,2,0,0.941
2.84,0.8,1,7,0.6,0.619
2.43,0.44,2,6,0.6,0.57
3.39,0.65,0,4,0,0.851
1.39,0.51,0,3,0,0.994
2.54,0.52,2,5,0.6,0.539
2.04,0.99,0,5,0,1
3.75,0.96,0,6,0,0.857
3.89,0.74,0,4,0,0.81
2.12,0.95,0,0,0,0.984
3.87,0.9,0,4,0,0.785
4.78,0.48,0,2,0,0.708
1.99,0.51,1,7,0.6,0.638
3.07,0.54,0,4,0,0.838
3.77,0.63,0,2,0,0.83
3.85,0.55,1,2,1,0.389
4.99,0.57,0,3,0,0.673
1.06,1,0,4,0,1
2.67,0.85,1,1,1,0.517
4.98,0.53,1,0,0.3,0.494
1.77,0.79,0,4,0,0.996
1.4,0.5,0,1,0,0.984
3.92,0.58,1,3,0.3,0.615
1.34,0.76,0,0,0,1
3.87,0.94,0,5,0,0.848
2.95,0.53,0,1,0,0.859
1.57,0.49,0,4,0,0.942
3.13,0.85,2,1,1,0.399
4.17,0.52,3,2,0.6,0.399
2.85,0.59,0,6,0,0.832
3.45,0.54,0,1,0,0.804
4.41,0.5,0,6,0,0.739
1.23,0.41,0,4,0,1
3.61,0.64,0,6,0,0.832
3.71,0.55,0,0,0,0.826
4.59,0.74,1,6,0.6,0.469
2.08,0.5,0,2,0,0.895
4.75,0.7,0,6,0,0.697
4.97,0.8,2,5,0.6,0.388
1.3,0.82,3,7,0.3,0.727
3.47,0.8,0,3,0,0.825
3.13,0.8,0,2,0,0.838
2.84,0.48,0,0,0,0.855
4.97,0.76,0,0,0,0.721
4.05,0.44,2,0,0.6,0.454
1.39,0.61,0,7,0,1
4.1,0.42,1,4,0.3,0.591
3.23,0.72,2,5,0.3,0.686
2.23,0.62,2,4,0.6,0.618
2.84,0.86,0,1,0,0.937
4.11,0.91,0,3,0,0.822
2.75,0.97,0,5,0,0.898
1.46,0.84,0,4,0,1
2.4,0.81,2,2,0.3,0.689
4.03,0.9,0,5,0,0.81
1.03,0.84,0,5,0,1
3.1,0.94,0,7,0,0.851
3.71,0.67,3,0,0.6,0.408
4.33,0.89,0,4,0,0.813
4.45,0.58,0,3,0,0.751
1.82,0.52,1,6,0.6,0.642
4.45,0.55,0,2,0,0.751
3.27,0.78,3,7,0.6,0.501
2.36,0.83,0,6,0,0.94
1.95,0.96,0,5,0,0.949
2.82,0.61,0,3,0,0.893
4.69,0.75,0,7,0,0.712
2.71,0.54,2,5,0.3,0.702
1.57,0.64,0,1,0,0.972
4.14,0.57,0,7,0,0.771
1.1,0.68,1,0,0.3,0.878
1.43,0.63,0,0,0,0.974
1.94,0.54,0,1,0,0.898
4.7,0.63,0,5,0,0.733
4.16,0.6,1,1,0.6,0.467
2.51,0.98,0,0,0,0.972
4.8,0.71,0,4,0,0.728
1.09,0.65,0,5,0,1
1.31,0.73,0,5,0,1
3.82,0.44,1,3,0.3,0.595
2.94,0.74,0,7,0,0.852
4.11,0.82,0,6,0,0.793
2.84,0.64,1,3,0.6,0.615
2.27,0.77,0,4,0,0.964
2.52,0.59,0,3,0,0.907
1.71,0.72,0,4,0,0.982
3.55,0.5,0,1,0,0.827
2.85,1,0,3,0,0.905
1.33,0.86,0,6,0,1
4.89,0.82,0,2,0,0.746
3.51,0.72,0,7,0,0.86
2.99,0.46,0,0,0,0.874
4.79,0.92,2,7,1,0.311
2.74,0.58,0,4,0,0.894
2.19,0.94,1,5,1,0.549
4.7,0.44,0,2,0,0.702
3.77,0.46,0,6,0,0.808
3.96,0.96,0,4,0,0.811
2.96,0.57,0,7,0,0.878
2.13,0.73,0,6,0,0.908
2.23,0.84,0,1,0,0.924
3.86,0.99,1,0,0.3,0.678
4.79,0.56,0,7,0,0.716
4.83,0.47,0,7,0,0.665
3.52,0.99,0,0,0,0.888
1.31,0.48,0,4,0,0.984
1.23,0.43,1,5,0.3,0.844
2.35,0.46,0,1,0,0.88
3.55,0.66,0,7,0,0.834
4.14,0.56,1,0,1,0.385
2.36,0.51,0,3,0,0.888
1.7,0.63,2,6,1,0.515
3.44,0.74,1,5,1,0.449
4.93,0.58,0,7,0,0.675
3.77,0.51,0,1,0,0.799
3.52,0.65,0,0,0,0.851
1.79,0.66,3,4,0.6,0.623
3.95,0.7,0,5,0,0.796
4.69,0.51,0,7,0,0.701
1.79,0.87,1,2,0.6,0.717
3.6,0.91,0,4,0,0.857
4.68,0.91,0,7,0,0.788
3.41,0.78,0,0,0,0.863
4.47,0.47,0,5,0,0.723
3.56,0.47,2,7,0.6,0.502
4.91,0.87,0,3,0,0.704
3.39,0.44,0,5,0,0.802
4.46,0.47,0,5,0,0.742
3.23,0.49,0,0,0,0.84
4.7,0.86,0,4,0,0.733
2.45,0.55,1,5,0.6,0.612
4.92,0.44,0,7,0,0.661
3.22,0.8,0,4,0,0.85
2.44,0.67,1,1,0.6,0.659
1.91,0.9,1,1,0.3,0.787
4.44,0.65,1,5,0.6,0.52
4.25,0.65,3,0,0.6,0.364
4.48,0.54,0,3,0,0.749
4.47,0.82,0,0,0,0.78
2.61,0.67,0,6,0,0.897
2.2,0.47,0,0,0,0.941
4.1,0.84,0,1,0,0.79
3.89,0.71,1,3,0.3,0.623
3.56,0.54,0,5,0,0.782
3.24,0.86,0,1,0,0.839
4.02,0.95,0,1,0,0.835
3.32,0.6,2,6,0.3,0.606
4.39,0.78,1,7,0.6,0.518
2.42,0.41,0,3,0,0.909
4.14,0.48,0,7,0,0.732
1.9,0.83,1,2,0.6,0.677
4.11,0.53,0,6,0,0.769
2.65,0.85,1,2,0.6,0.678
1.94,0.94,1,5,0.6,0.745
1.42,0.89,3,1,1,0.497
3.94,0.53,1,1,0.6,0.539
1.92,0.96,0,6,0,1
3.1,0.42,0,6,0,0.821
4.71,0.83,0,6,0,0.739
4.8,0.97,0,6,0,0.773
1.72,0.75,1,4,0.6,0.741
4.21,0.71,0,1,0,0.804
1.76,0.69,0,5,0,0.933
1.64,0.9,0,4,0,0.998
2.89,0.87,0,7,0,0.883
1.95,0.81,0,1,0,0.985
1.59,0.82,0,4,0,0.99
4.99,0.49,0,6,0,0.708
4.41,0.8,0,3,0,0.73
4.48,0.83,0,1,0,0.781
1.44,0.59,0,6,0,0.962
2.7,0.59,0,1,0,0.906
4.15,0.56,0,5,0,0.773
4.76,0.73,0,1,0,0.701
4.55,0.79,0,0,0,0.786
4.57,0.42,0,5,0,0.697
2.47,0.93,0,0,0,0.955
3.19,0.88,1,3,0.6,0.648
